EXERCÍCIO	CÓDIGO ÁREA DE RESULTADO	NOME ÁREA DE RESULTADO	CÓDIGO DO PROGRAMA	NOME DO  PROGRAMA	OBJETIVO DO PROGRAMA	PÚBLICO ALVO DO PROGRAMA	JUSTIFICATIVA DO PROGRAMA	NATUREZA DO PROGRAMA	TIPOLOGIA DO PROGRAMA	CLASSIFICAÇÃO DE GOVERNO	DATA INÍCIO DO PROGRAMA	DATA FIM DO PROGRAMA	UNIDADE GESTORA	CÓDIGO DO INDICADOR	NOME DO INDICADOR	FORMA DE CÁLCULO	UNIDADE DE MEDIDA	FONTE DE DADOS	VALOR DE REFERÊNCIA	DATA APURAÇÃO VALOR DE REFERÊNCIA	ÍNDICE ESPERADO ANO 1	ÍNDICE ESPERADO ANO 2	ÍNDICE ESPERADO ANO 3	ÍNDICE ESPERADO ANO 4	OBSERVAÇÃO
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	101	PROMOÇÃO E DEMOCRATIZAÇÃO DAS PRÁTICAS DE ESPORTES E LAZER	PROMOVER O ESPORTE E O LAZER COMO DIREITOS CONSTITUCIONAIS, CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA E PARA O DESENVOLVIMENTO HUMANO, NAS DIMENSÕES DO ESPORTE DE RENDIMENTO, ESPORTE DE PARTICIPAÇÃO E ESPORTE EDUCACIONAL. GERIR A INFRA-ESTRUTURA NECESSÁRIA PARA O DESENVOLVIMENTO DO ESPORTE E LAZER ATRAVÉS DOS EQUIPAMENTOS ESPORTIVOS MUNICIPAIS.	TODAS AS FAIXAS ETÁRIAS, PRIORIZANDO O ATENDIMENTO ÀQUELES COM MAIOR VULNERABILIDADE SOCIAL.	"O ESPORTE E O LAZER, EM INTERFACE COM A SAÚDE, A EDUCAÇÃO, AS AÇÕES SOCIAIS E A CULTURA SÃO IMPORTANTES INSTRUMENTOS DA MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS, POSSIBILITANDO UMA VIDA MAIS SAUDÁVEL E CONTRIBUINDO PARA A SOCIALIZAÇÃO DOS PARTICIPANTES. SÃO AINDA BENS CULTURAIS HISTORICAMENTE CONSTRUÍDOS E QUE TÊM IMPORTÂNCIA EM SI MESMOS POR EXPRESSAREM A IDENTIDADE DE UM POVO. POR ESTES MOTIVOS, O ESPORTE E O LAZER SÃO CONSIDERADOS COMO DIREITOS DO CIDADÃO E DEVER DO ESTADO.  A DEMANDA CRESCENTE POR ESTAS ATIVIDADES TEM LEVADO AO SURGIMENTO DE UMA POTENTE ""INDÚSTRIA DO LAZER"". CONTUDO, ASSEGURAR ESTES DIREITOS A TODOS É CONTRIBUIR SOBRETUDO PARA A INCLUSÃO DE PESSOAS EM SITUAÇÃO DE VULNERABILIDADE SOCIAL, POSSIBILITANDO O ACESSO A EQUIPAMENTOS E SERVIÇOS SEM RESTRIÇÃO DE SEXO, RAÇA, CREDO, IDADE, CLASSE SOCIAL OU HABILIDADE FÍSICO-DESPORTIVA."	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	000900009 - GABINETE	700	PROPORÇÃO DE USUÁRIOS DO SEXO FEMININO NOS PROGRAMAS DE ESPORTE E LAZER DA SMEL	FÓRMULA DE CÁLCULO: (NÚMERO DE USUÁRIOS DO SEXO FEMININO / NÚMERO DE USUÁRIOS TOTAL)*100	PERCENTUAL	SECRETARIA MUNICIPAL DE ESPORTES E LAZER	59,18	31/12/2020 00:00	50	50	50	50	"SERÃO CONSIDERADOS, PARA ESTE INDICADOR, OS PROGRAMAS DESENVOLVIDOS REGULARMENTE COM CADASTRO DE USUÁRIOS (ESPORTE ESPERANÇA, CAMINHAR, VIDA ATIVA E SUPERAR);PARA EFEITO DA MÉDIA ANUAL, SERÁ DESCONSIDERADO O MÊS DE JANEIRO POR SER UM PERÍODO DE ATENDIMENTO ATÍPICO."
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	113	APRIMORAMENTO DA GESTÃO DO SUAS	PLANEJAR, GERIR, MONITORAR E AVALIAR A POLÍTICA DE ASSISTÊNCIA SOCIAL E O SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS NO MUNICÍPIO, VISANDO SUA CONSOLIDAÇÃO COMO ESTRATÉGIA ORGANIZADA DA POLÍTICA DE ASSISTÊNCIA SOCIAL E AMPLIANDO SEU ACESSO E CONHECIMENTO POR PARTE DA POPULAÇÃO.	USUÁRIOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS.	COORDENAR E PLANEJAR AS POLÍTICAS DA ASSISTÊNCIA SOCIAL VISANDO A ARTICULAÇÃO DOS PROGRAMAS, PROJETOS, SERVIÇOS E BENEFÍCIOS OBJETIVANDO A EFETIVAÇÃO DO SUAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500026 - SUBSECRETARIA DE ASSISTÊNCIA SOCIAL	681	ÍNDICE DE GESTÃO DESCENTRALIZADA PARA O MUNICÍPIO (IGD-M)	ÍNDICE DE GESTÃO DESCENTRALIZADA PARA O MUNICÍPIO (IGD-M)	INDICADOR	SECRETARIA NACIONAL DE ASSISTÊNCIA SOCIAL - SNAS	0,86	01/01/2021 00:00	0,88	0,88	0,88	0,88	O ÍNDICE DE GESTÃO DESCENTRALIZADA (IGD) PARA OS MUNICÍPIOS (IGD-M) MEDE MENSALMENTE AS TAXAS DE ATUALIZAÇÃO CADASTRAL E DE ACOMPANHAMENTO DAS CONDICIONALIDADES DE EDUCAÇÃO E SAÚDE DAS FAMÍLIAS BENEFICIÁRIAS DO PROGRAMA BOLSA FAMÍLIA.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	113	APRIMORAMENTO DA GESTÃO DO SUAS	PLANEJAR, GERIR, MONITORAR E AVALIAR A POLÍTICA DE ASSISTÊNCIA SOCIAL E O SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS NO MUNICÍPIO, VISANDO SUA CONSOLIDAÇÃO COMO ESTRATÉGIA ORGANIZADA DA POLÍTICA DE ASSISTÊNCIA SOCIAL E AMPLIANDO SEU ACESSO E CONHECIMENTO POR PARTE DA POPULAÇÃO.	USUÁRIOS DO SISTEMA ÚNICO DE ASSISTÊNCIA SOCIAL - SUAS.	COORDENAR E PLANEJAR AS POLÍTICAS DA ASSISTÊNCIA SOCIAL VISANDO A ARTICULAÇÃO DOS PROGRAMAS, PROJETOS, SERVIÇOS E BENEFÍCIOS OBJETIVANDO A EFETIVAÇÃO DO SUAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500026 - SUBSECRETARIA DE ASSISTÊNCIA SOCIAL	682	ÍNDICE DE DESENVOLVIMENTO DOS CRAS (IDCRAS) DO MINISTÉRIO DO DESENVOLVIMENTO SOCIAL	ÍNDICE DE DESENVOLVIMENTO DOS CRAS (IDCRAS) DO MINISTÉRIO DO DESENVOLVIMENTO SOCIAL	INDICADOR	SECRETARIA NACIONAL DE ASSISTÊNCIA SOCIAL - SNAS	3,73	01/01/2020 00:00	3,75	3,75	3,75	3,75	AVALIAÇÃO DO GRAU DE ADEQUAÇÃO DOS CENTROS DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CRAS AOS PADRÕES ESTABELECIDOS PELO CONSELHO NACIONAL DE ASSISTÊNCIA SOCIAL - CNAS, NAS DIMENSÕES ESTRUTURA FÍSICA, RECURSOS HUMANOS, SERVIÇOS E BENEFÍCIOS.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	127	PROMOÇÃO E DEFESA DE DIREITOS HUMANOS E CIDADANIA	FORMULAR E IMPLEMENTAR AÇÕES ESTRATÉGICAS QUE BUSQUEM AMPLIAR E GARANTIR O ATENDIMENTO PSICOSSOCIAL ÀS PESSOAS QUE TIVERAM SEUS DIREITOS VIOLADOS OU QUE TENHAM SIDO VÍTIMAS DE DISCRIMINAÇÃO, E MANTER ESPAÇOS DESTINADOS A AMPLIAR A DEFESA DE DIREITOS, O CONHECIMENTO, A CONSCIENTIZAÇÃO E A CAPACIDADE DE ORGANIZAÇÃO DA POPULAÇÃO EM TORNO DOS DIREITOS HUMANOS E DE CIDADANIA.	PESSOAS QUE TENHAM SIDO VÍTIMAS DE VIOLAÇÕES DE DIREITOS HUMANOS OU DE DISCRIMINAÇÃO DE QUALQUER NATUREZA, BEM COMO PESSOAS QUE, AINDA QUE NÃO TENHAM SIDO VÍTIMAS, PERTENÇAM A GRUPOS SOCIAIS CONSIDERADOS VULNERÁVEIS.	CUMPRE AO ESTADO O PAPEL DE COMBATER OS ATOS DE DISCRIMINAÇÃO MOTIVADOS POR RAZÕES DE ORDEM ECONÔMICA, SOCIAL, CULTURAL, ÉTNICA, DE GÊNERO E SEXUAL. MANTER AINDA, A NECESSIDADE DE GARANTIR O ATENDIMENTO PSICOSSOCIAL ÀS PESSOAS QUE TIVERAM SEUS DIREITOS FUNDAMENTAIS VIOLADOS. E TAMBÉM GARANTIR UMA ATUAÇÃO NO SENTIDO DE CONSCIENTIZAR A POPULAÇÃO SOBRE A IMPORTÂNCIA DO RESPEITO AOS DIREITOS HUMANOS E AS RELAÇÕES DE CIDADANIA NA PERSPECTIVA DE PROMOVER O EQUILÍBRIO E A JUSTIÇA SOCIAL.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500094 - SUBSECRETARIA DE DIREITOS DE CIDADANIA	717	NÚMERO DE ATENDIMENTOS NAS ATIVIDADES E EQUIPAMENTOS DA SUBSECRETARIA DE DIREITOS E CIDADANIA	NUMERO DE ATENDIMENTOS NAS ATIVIDADES E EQUIPAMENTOS DA SUBSECRETARIA DE DIREITOS E CIDADANIA	ATENDIMENTO	SUBSECRETARIA MUNICIPAL DE DIREITOS DE CIDADANIA	50761	31/12/2020 00:00	51507	56807	75202	63632	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	163	PROMOÇÃO E PROTEÇÃO ÀS CRIANÇAS E ADOLESCENTES E SUAS FAMÍLIAS	GARANTIR OS DIREITOS DAS CRIANÇAS E ADOLESCENTES POR MEIO DAS POLÍTICAS PÚBLICAS SETORIAIS, EXECUTADAS CONFORME AS DIRETRIZES ESTABELECIDAS PELO ESTATUTO DA CRIANÇA E DO ADOLESCENTE - ECA E PELO CMDCA/BH.	CRIANÇAS E ADOLESCENTES RESIDENTES EM BELO HORIZONTE, PRINCIPALMENTE DE ÁREAS VULNERÁVEIS E AQUELES JÁ INSERIDOS EM GRUPOS DE ATENDIMENTO SOCIOASSISTENCIAL.	AS CRIANÇAS E ADOLESCENTES SÃO PÚBLICO TRANSVERSAL PARA TODAS AS POLÍTICAS PÚBLICAS, CONFORME NO ORÇAMENTO DA CRIANÇA E ADOLESCENTE - OCA. A INCLUSÃO DESTE PROGRAMA GARANTE E CONFERE VISIBILIDADE A ESTAS AÇÕES E ESTÁ PERTINENTE AO EXERCÍCIO DAS COMPETÊNCIAS DO CMDCA/BH.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500094 - SUBSECRETARIA DE DIREITOS DE CIDADANIA	718	PERCENTUAL DE PROJETOS APROVADOS NO FMDCA PARCEIRIZADOS EM ATÉ 6 MESES APÓS A APRESENTAÇÃO DE PLANO DE TRABALHO	PROJETOS APROVADOS NOS FUNDOS DE DIREITOS DIFUSOS PARCEIRIZADOS EM ATÉ 06 MESES APÓS A APRESENTAÇÃO DE PLANO DE TRABALHO / TOTAL DE PROJETOS APROVADOS NOS FUNDOS DE DIREITOS DIFUSOS PARCEIRIZADOS * 100.	PERCENTUAL	SUBSECRETARIA MUNICIPAL DE DIREITOS DE CIDADANIA	0	31/12/2020 00:00	65	67	55	55	VALOR DE REFERÊNCIA NÃO PODE SER APURADO COM PRECISÃO, POR ISSO FOI INFORMADO 0%. PROCESSO DE ACOMPANHAMENTO DO INDICADOR FOI INICIADO EM 2021. METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	235	PROGRAMA DE ATENDIMENTO À PESSOA IDOSA	DESENVOLVER AÇÕES DE PROMOÇÃO DO ENVELHECIMENTO ATIVO E AS AÇÕES DE CUIDADO À POPULAÇÃO IDOSA.	POPULAÇÃO IDOSA (PESSOAS COM MAIS DE 60 ANOS) RESIDENTE EM BELO HORIZONTE.	O PROGRAMA ATENDE À POLITICA DA PESSOA IDOSA E OFERECE SERVIÇOS QUE PROMOVEM O ENVELHECIMENTO DIGNO, ATIVO E À PROTEÇÃO À PESSOA IDOSA.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001500094 - SUBSECRETARIA DE DIREITOS DE CIDADANIA	719	PERCENTUAL DE PROJETOS APROVADOS NO FUMID E PARCEIRIZADOS EM ATÉ 6 MESES APÓS A APRESENTAÇÃO DE PLANO DE TRABALHO	PROJETOS APROVADOS NOS FUNDOS DE DIREITOS DIFUSOS PARCEIRIZADOS EM ATÉ 06 MESES APÓS A APRESENTAÇÃO DE PLANO DE TRABALHO / TOTAL DE PROJETOS APROVADOS NOS FUNDOS DE DIREITOS DIFUSOS PARCEIRIZADOS * 100.	PERCENTUAL	SUBSECRETARIA MUNICIPAL DE DIREITOS DE CIDADANIA	0	31/12/2020 00:00	65	67	55	55	VALOR DE REFERÊNCIA NÃO PODE SER APURADO COM PRECISÃO, POR ISSO FOI INFORMADO 0%. PROCESSO DE ACOMPANHAMENTO DO INDICADOR FOI INICIADO EM 2021. METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	308	BH CIDADE SUSTENTÁVEL: MOBILIZAR, EDUCAR E CULTIVAR ALIMENTAÇÃO SAUDÁVEL	PROMOVER A SEGURANÇA ALIMENTAR E NUTRICIONAL ATRAVÉS DAS PRÁTICAS DE MOBILIZAÇÃO, FORMAÇÃO E EDUCAÇÃO ALIMENTAR, PRODUÇÃO E COMERCIALIZAÇÃO DE ALIMENTOS NO MUNICÍPIO DE BELO HORIZONTE, PRIORITARIAMENTE EM TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	POPULAÇÃO DE BELO HORIZONTE, PRIORITARIAMENTE AQUELA SITUADA EM TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	ARTICULAR OS SERVIÇOS, PROJETOS E PROGRAMAS DE SEGURANÇA ALIMENTAR EM TERRITÓRIOS VULNERÁVEIS, QUE POSSIBILITE ALÉM DO APOIO A PRODUÇÃO, POR MEIO DE IMPLANTAÇÃO DE HORTAS COMUNITÁRIAS PONTUAIS, COMO OCORRE ATUALMENTE, GARANTIR A ARTICULAÇÃO DE UMA CARTELA DE SERVIÇOS, QUE PERMITA O ACESSO DESDE A PRODUÇÃO, POR MEIO DE HORTAS, POMARES, QUINTAIS PRODUTIVOS, ATÉ A QUALIFICAÇÃO, A ASSISTÊNCIA TÉCNICA, A ORGANIZAÇÃO DE GRUPOS/ASSOCIAÇÕES, A COMERCIALIZAÇÃO E O DESENVOLVIMENTO SUSTENTÁVEL DE TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	001500107 - SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL	720	EXTENSÃO DAS ÁREAS COLETIVAS DE PRODUÇÃO IMPLANTADAS E MANTIDAS PELA SUSAN	SOMATÓRIO DE SISTEMAS AGROECOLÓGICOS INSTITUCIONAIS, ESCOLARES E COMUNITÁRIOS IMPLANTADOS E MANTIDOS PELA SUSAN.	METRO QUADRADO	SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA	90000	30/09/2021 00:00	100000	110000	134000	150000	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	3	PROTEÇÃO SOCIAL, SEGURANÇA ALIMENTAR E ESPORTES	308	BH CIDADE SUSTENTÁVEL: MOBILIZAR, EDUCAR E CULTIVAR ALIMENTAÇÃO SAUDÁVEL	PROMOVER A SEGURANÇA ALIMENTAR E NUTRICIONAL ATRAVÉS DAS PRÁTICAS DE MOBILIZAÇÃO, FORMAÇÃO E EDUCAÇÃO ALIMENTAR, PRODUÇÃO E COMERCIALIZAÇÃO DE ALIMENTOS NO MUNICÍPIO DE BELO HORIZONTE, PRIORITARIAMENTE EM TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	POPULAÇÃO DE BELO HORIZONTE, PRIORITARIAMENTE AQUELA SITUADA EM TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	ARTICULAR OS SERVIÇOS, PROJETOS E PROGRAMAS DE SEGURANÇA ALIMENTAR EM TERRITÓRIOS VULNERÁVEIS, QUE POSSIBILITE ALÉM DO APOIO A PRODUÇÃO, POR MEIO DE IMPLANTAÇÃO DE HORTAS COMUNITÁRIAS PONTUAIS, COMO OCORRE ATUALMENTE, GARANTIR A ARTICULAÇÃO DE UMA CARTELA DE SERVIÇOS, QUE PERMITA O ACESSO DESDE A PRODUÇÃO, POR MEIO DE HORTAS, POMARES, QUINTAIS PRODUTIVOS, ATÉ A QUALIFICAÇÃO, A ASSISTÊNCIA TÉCNICA, A ORGANIZAÇÃO DE GRUPOS/ASSOCIAÇÕES, A COMERCIALIZAÇÃO E O DESENVOLVIMENTO SUSTENTÁVEL DE TERRITÓRIOS COM ALTO GRAU DE VULNERABILIDADE SOCIAL.	CONTÍNUO	FINALÍSTICO	ESTRATÉGICO	01/01/2022 00:00	31/12/2025 00:00	001500107 - SUBSECRETARIA DE SEGURANÇA ALIMENTAR E NUTRICIONAL	767	TONELADAS DE ALIMENTO COMERCIALIZADAS NO PROGRAMA ABASTECER	SOMATÓRIA SIMPLES DA QUANTIDADE, EM TONELADAS DE ALIMENTOS, COMERCIALIZADOS NO PERÍODO DE UM MÊS EM CADA PONTO ATIVO DO PROGRAMA ABASTECER.	TONELADA	SECRETARIA MUNICIPAL DE ASSISTÊNCIA SOCIAL, SEGURANÇA ALIMENTAR E CIDADANIA	25626	31/12/2018 00:00	0	30553	10123,03	10123,03	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	747	OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS CONTRA PESSOA E CONTRA O PATRIMÔNIO EM CENTROS DE SAÚDE	SOMATÓRIO DE OCORRÊNCIAS DE CRIMES CONTRA PESSOA E CONTRA O PATRIMÔNIO EM CENTROS DE SAÚDE	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	248	31/12/2020 00:00	201	222	221	199	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	748	OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS EM UNIDADES DE PRONTO ATENDIMENTO - UPA	SOMATÓRIO DE OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS EM UNIDADES DE PRONTO ATENDIMENTO - UPA	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	108	31/12/2020 00:00	87	88	81	73	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	749	OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS REGISTRADAS PELA GUARDA CIVIL MUNICIPAL EM UNIDADES AMBIENTAIS DO MUNICÍPIO	SOMATÓRIO DE OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS REGISTRADAS PELA GUARDA CIVIL MUNICIPAL EM UNIDADES AMBIENTAIS DO MUNICÍPIO	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	168	31/12/2020 00:00	136	136	140	126	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
2024	4	SEGURANÇA	109	OPERACIONALIZAÇÃO DOS SERVIÇOS DE SEGURANÇA	1- DESENVOLVER AÇÕES TENDENTES A DEFINIR A POLÍTICA PARA ATUAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO - SMSP E GUARDA MUNICIPAL DE BELO HORIZONTE - GCMBH E RELACIONÁ-LA COM OS DEMAIS ÓRGÃOS QUE ATUAM NA DEFESA SOCIAL. 2- PLANEJAR E EXECUTAR TODAS AS AÇÕES E O DESENVOLVIMENTO DA GCMBH, VISANDO SUA PRESTAÇÃO DE SERVIÇOS AOS USUÁRIOS DE SERVIÇOS MUNICIPAIS E À COMUNIDADE EM GERAL QUE É INDISTINTAMENTE BENEFICIADA COM AS PRESTAÇÕES REALIZADAS.	POPULAÇÃO DE BELO HORIZONTE.	A CRIAÇÃO DA SECRETARIA MUNICIPAL DE SEGURANÇA E PREVENÇÃO ATENDEU A UM CRESCENTE APELO DA COMUNIDADE POR MEDIDAS QUE ATENDESSEM A SEUS ANSEIOS E SE DEU EM DECORRÊNCIA DE DIAGNÓSTICO LEVADO A EFEITO POR ORDEM DO CHEFE DO EXECUTIVO QUE CULMINOU COM A PROPOSTA DA CRIAÇÃO DE ÓRGÃO QUE SUPRISSE, NO MUNICÍPIO, NECESSIDADES EM NICHO ONDE O ESTADO SE ENCONTRA ASSOBERBADO FACE AO CRESCENTE AUMENTO DE ÍNDICES DE VIOLÊNCIA EM VÁRIAS DE SUAS FORMAS.	CONTÍNUO	FINALÍSTICO	ASSOCIADO	01/01/2022 00:00	31/12/2025 00:00	001700016 - GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE	750	OCORRÊNCIAS DE CRIMES, CONTRAVENÇÕES E ATOS INFRACIONAIS REGISTRADAS PELA GUARDA MUNICIPAL NA ÁREA DE ATUAÇÃO DA OPERAÇÃO VIAGEM SEGURA	SOMATÓRIO DE OCORRÊNCIAS DE CRIME REGISTRADAS PELA GUARDA MUNICIPAL NA ÁREA DE ATUAÇÃO DA OPERAÇÃO VIAGEM SEGURA	OCORRÊNCIA	GUARDA CIVIL MUNICIPAL DE BELO HORIZONTE - GMBH	64	31/12/2020 00:00	52	53	50	45	METAS ALTERADAS NA REVISÃO DO PPAG 2024/2025.
