Base de apuração;Sequencial;Código UO;Descrição UO;Código Função;Descrição Função;Código Subfunção;Descrição Subfunção;Código Programa;Descrição Programa;Código Ação;Descrição Ação;Código Subação;Descrição Subação;Descrição Produto;Descrição Unidade de Medida;Código Localizador;Descrição Localizador;Meta física;Meta prevista;Meta executada;Observação a respeito da meta
1º quadrimestre;5191;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2041;Formação para Profissionais da Educação;3;"QUALIFICAÇÃO DOS(AS) PROFISSIONAIS DA EDUCAÇÃO EM HISTÓRIA E CULTURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA E EM EDUCAÇÃO DAS RELAÇÕES ÉTNICO-RACIAIS";Participações;UNIDADE;10;Município de Belo Horizonte;Sim;3000;501;
1º quadrimestre;5192;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2041;Formação para Profissionais da Educação;7;FORMAÇÃO DE PROFESSORES DO ATENDIMENTO EDUCACIONAL ESPECIALIZADO;PROFESSOR CAPACITADO;Pessoa;10;Município de Belo Horizonte;Não;630;156;
1º quadrimestre;5193;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2041;Formação para Profissionais da Educação;11;FORMAÇÃO PARA O ATENDIMENTO DE ESTUDANTES DIAGNOSTICADOS COM TRANSTORNOS MENTAIS E/OU TRANSTORNO DO ESPECTRO DO AUTISMO - TEA;Participações;UNIDADE;10;Município de Belo Horizonte;Sim;250;98;
1º quadrimestre;5194;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2041;Formação para Profissionais da Educação;13;FORMAÇÃO PARA EDUCAÇÃO EM LIBRAS;Participações;UNIDADE;10;Município de Belo Horizonte;Sim;640;353;A meta foi superada em função do aumento da demanda e da possibilidade de alteração na metodologia para atendimento de maior número de participantes.
1º quadrimestre;603;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;1;Atendimento às Escolas com Recursos de Custeio;Escola contemplada;UNIDADE;7;Oeste;Não;1;0;
1º quadrimestre;605;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;1;Atendimento às Escolas com Recursos de Custeio;Escola contemplada;UNIDADE;9;Venda Nova;Não;1;0;
1º quadrimestre;2844;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;1;Atendimento às Escolas com Recursos de Custeio;Escola contemplada;UNIDADE;2;Centro-Sul;Não;1;0;
1º quadrimestre;678;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;3;Atendimento às Escolas com Recursos de Obras;Escola contemplada;UNIDADE;7;Oeste;Não;1;0;
1º quadrimestre;680;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;3;Atendimento às Escolas com Recursos de Obras;Escola contemplada;UNIDADE;9;Venda Nova;Não;1;0;Não houve demanda para execução da meta
1º quadrimestre;2853;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;3;Atendimento às Escolas com Recursos de Obras;Escola contemplada;UNIDADE;2;Centro-Sul;Não;1;0;Não houve demanda para execução da meta
1º quadrimestre;734;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;5;Atendimento às Escolas com Recursos de Complementação de Merenda;Escola contemplada;UNIDADE;7;Oeste;Não;1;0;
1º quadrimestre;736;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;5;Atendimento às Escolas com Recursos de Complementação de Merenda;Escola contemplada;UNIDADE;9;Venda Nova;Não;1;0;
1º quadrimestre;2860;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2046;Gestão Descentralizada da Educação;5;Atendimento às Escolas com Recursos de Complementação de Merenda;Escola contemplada;UNIDADE;2;Centro-Sul;Não;1;0;
1º quadrimestre;1766;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;1;Barreiro;Não;1680;1460;
1º quadrimestre;1768;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;3;Leste;Não;540;564;Houve aumento da demanda por matrículas de estudantes com deficiência
1º quadrimestre;1769;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;4;Nordeste;Não;1500;1331;
1º quadrimestre;1770;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;5;Noroeste;Não;720;708;
1º quadrimestre;1771;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;6;Norte;Não;960;995;Houve aumento da demanda de matrículas de estudantes com deficiência
1º quadrimestre;1772;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;7;Oeste;Não;840;814;
1º quadrimestre;1773;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;8;Pampulha;Não;960;979;Houve aumento da demanda de matrículas de estudantes com deficiência
1º quadrimestre;1774;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;9;Venda Nova;Não;1740;1597;
1º quadrimestre;2828;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2080;Administração do Ensino Fundamental;1;ADMINISTRAÇÃO DO ENSINO FUNDAMENTAL;Aluno matriculado;Pessoa;2;Centro-Sul;Não;756;683;
1º quadrimestre;5195;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;367;EDUCAÇÃO ESPECIAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";3;PROMOÇÃO DA IGUALDADE RACIAL E ERRADICAÇÃO DO RACISMO;Atividade realizada;UNIDADE;10;Município de Belo Horizonte;Não;10;0;
1º quadrimestre;571;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;5;Noroeste;Não;16;0;
1º quadrimestre;2884;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;2;Centro-Sul;Não;15;0;
1º quadrimestre;4409;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;8;Pampulha;Não;14;0;
1º quadrimestre;4416;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;3;Leste;Não;13;0;
1º quadrimestre;4417;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;1;Barreiro;Não;29;0;
1º quadrimestre;4421;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;6;Norte;Não;20;0;
1º quadrimestre;4424;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;9;Venda Nova;Não;29;0;
1º quadrimestre;4432;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;7;Oeste;Não;14;0;
1º quadrimestre;4462;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;4;Nordeste;Não;28;0;
1º quadrimestre;3220;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;2;Centro-Sul;Não;44;0;
1º quadrimestre;4358;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;9;Venda Nova;Não;52;0;
1º quadrimestre;4359;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;6;Norte;Não;56;0;
1º quadrimestre;4411;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;4;Nordeste;Não;66;0;
1º quadrimestre;4412;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;8;Pampulha;Não;46;0;
1º quadrimestre;4413;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;3;Leste;Não;52;0;
1º quadrimestre;4418;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;5;Noroeste;Não;53;0;
1º quadrimestre;4422;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;7;Oeste;Não;49;0;
1º quadrimestre;4439;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2386;"PROMOÇÃO; PROTEÇÃO E DEFESA DE DIREITOS DE REPARAÇÃO E IGUALDADE RACIAL";4;"AQUISIÇÃO DE KITS DE LITERATURA AFRO-BRASILEIRA; INDÍGENA E AFRICANA";Escola contemplada;UNIDADE;1;Barreiro;Não;72;0;
1º quadrimestre;5466;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;1;Barreiro;Não;907;756;
1º quadrimestre;5467;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;2;Centro-Sul;Não;409;341;
1º quadrimestre;5468;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;3;Leste;Não;292;243;
1º quadrimestre;5469;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;4;Nordeste;Não;810;675;
1º quadrimestre;5470;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;5;Noroeste;Não;389;324;
1º quadrimestre;5471;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;6;Norte;Não;518;432;
1º quadrimestre;5472;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;7;Oeste;Não;454;378;
1º quadrimestre;5473;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;8;Pampulha;Não;518;432;
1º quadrimestre;5474;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;361;ENSINO FUNDAMENTAL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;9;Venda Nova;Não;940;783;
1º quadrimestre;5695;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;1;Barreiro;Não;605;504;
1º quadrimestre;5696;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;2;Centro-Sul;Não;272;227;
1º quadrimestre;5697;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;3;Leste;Não;194;162;
1º quadrimestre;5698;2200;SECRETARIA MUNICIPAL DE EDUCAÇÃO;12;EDUCAÇÃO;365;EDUCAÇÃO INFANTIL;167;GESTÃO DA POLÍTICA DE EDUCAÇÃO INCLUSIVA E DIVERSIDADE ÉTNICO-RACIAL;2701;Apoio a inclusão de alunos com deficiência no cotidiano escolar;1;ATENDIMENTO AO ESTUDANTE COM DEFICIÊNCIA COM AUXILIAR DE APOIO À INCLUSÃO;Aluno atendido;Pessoa;4;Nordeste;Não;540;450;
