PPACODNUMERO;ANO REFERÊNCIA;ÁREA DE RESULTADO;ÁREA DE RESULTADO NOME;U.O.;U.O. NOME;PROGRAMA;PROGRAMA NOME;AÇÃO;AÇÃO NOME;SUBAÇÃO;SUBAÇÃO NOME;PRODUTO;UNIDADE DE MEDIDA;META FÍSICA ANO 1;META FÍSICA ANO 2;META FÍSICA ANO 3;META FÍSICA ANO 4
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0199;E. I. – LOA 561 - APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0200;E. I. – LOA 563 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL EDUARDO DE MENEZES;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0201;E. I. – LOA 568 - FORTALECIMENTO DA BRINQUEDOTECA DO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0202;E. I. – LOA 570 - AO REFORÇO DA DOTAÇAO ORÇAMENTÁRIA DO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0203;E. I. – LOA 572 - AO REFORÇO DA DOTAÇAO ORÇAMENTÁRIA DO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0204;E. I. – LOA 577 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0205;E. I. – LOA 590 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL EVANGÉLICO DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0206;E. I. – LOA 591 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0207;E. I. – LOA 592 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0208;E. I. – LOA 623 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL MARIO PENNA/LUXEMBURGO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0209;E. I. – LOA 633 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0210;E. I. – LOA 634 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL RISOLETA TOLENTINO NEVES;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0211;E. I. – LOA 637 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO NO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0212;E. I. – LOA 639 - AQUISIÇAO DE EQUIPAMENTOS E MATERIAIS PERMANENTES PARA A UNIDADE DE ATENDIMENTO À SAÚDE NO HOSPITAL JOAO XXIII;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0213;E. I. – LOA 646 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL INFANTIL JOAO PAULO II;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0214;E. I. – LOA 647 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO A MATERNIDADE ODETE VALADARES;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0215;E. I. – LOA 670 - REFORÇO ORÇAMENTÁRIO PARA O ATENDIMENTO DA ASSOCIAÇAO EVANGÉLICA BENEFICENTE DE MINAS GERAIS | HOSPITAL EVANGÉLICO DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0216;E. I. – LOA 671 - AO REFORÇO ORÇAMENTÁRIO PARA O ATENDIMENTO DO INSTITUTO MÁRIO PENA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0217;E. I. – LOA 672 - REFORÇO ORÇAMENTÁRIO PARA O ATENDIMENTO DA FUNDAÇAO BENJAMIN GUIMARAES | HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0218;E. I. – LOA 673 - REFORÇO ORÇAMENTÁRIO PARA O ATENDIMENTO DO HOSPITAL SANTA CASA DE MISERICÓRDIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0219;E. I. - LOA  674 - REFORÇO ORÇAMENTÁRIO PARA O ATENDIMENTO DO HOSPITAL INFANTIL JOAO PAULO II;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0220;E. I. - LOA 702 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0221;E. I. - LOA 703 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL EVANGÉLICO DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0222;E. I. - LOA 704 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL MADRE TERESA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0223;E. I. - LOA 705 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL MARIO PENNA/LUXEMBURGO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0224;E. I. - LOA 706 - APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL PAULO DE TARSO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0225;E. I. - LOA 707 - APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL ANDRÉ LUIZ;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0226;E. I. - LOA 708 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL SAO FRANCISCO DE ASSIS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0227;E. I. - LOA 709 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0228;E. I. - LOA 730 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA AQUISIÇAO DE EQUIPAMENTOS PELO HOSPITAL ALBERTO CAVALCANTI;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0229;E. I. - LOA 735 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0230;E. I. - LOA 746 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL PAULO DE TARSO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0231;E. I. - LOA 747 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0232;E. I. - LOA 748 - APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0233;E. I. - LOA 750 - APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL MATERNIDADE ODETE VALADARES;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0234;E. I. - LOA 751 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL MADRE TERESA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0235;E. I. - LOA 804 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0236;E. I. - LOA 805 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL EVANGÉLICO DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0237;E. I. - LOA 806 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL PAULO DE TARSO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0238;E. I. - LOA 807 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0239;E. I. - LOA 808 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO DOUTOR CÉLIO DE CASTRO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0240;E. I. - LOA 809 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO COMPLEXO HOSPITALAR SAO FRANCISCO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0241;E. I. - LOA 825 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0242;E. I. - LOA 845 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL MÁRIO PENA / LUXEMBURGO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0243;E. I. - LOA 846 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL SOFIA FELDMAM;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0244;E. I. - LOA 848 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL JOAO PAULO II;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0245;E. I. - LOA 873 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0246;E. I. - LOA 874 - AO APRIMORAMENTO DAS ATIVIDADES DESENVOLVIDAS NO ÂMBITO DO SUS PELO HOSPITAL ANDRÉ LUIZ;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0247;E. I. - LOA 876 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO COMPLEXO HOSPITALAR SAO FRANCISCO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0248;E. I. - LOA 878 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0249;E. I. - LOA 884 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL SANTA CASA DE MISERICÓRDIA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0250;E. I. - LOA 885 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0251;E. I. - LOA 886 - REFORÇO PARA MANUTENÇAO NO TRATAMENTO DE PACIENTES DO HOSPITAL SAO FRANCISCO DE ASSIS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0252;E. I. - LOA 895 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0253;E. I. - LOA 897 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0254;E. I. - LOA 898 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL MADRE TERESA/INSTITUTO DAS PEQUENAS MISSIONÁRIAS DE MARIA IMACULADA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0255;E. I. - LOA 924 - COMPRA DE MATERIAIS DE CONSUMO E AO CUSTEIO DE INSUMOS HOSPITALARES PARA O HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0256;E. I. - LOA 938 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO ODILON BEHRENS;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0257;E. I. - LOA 939 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL METROPOLITANO DOUTOR CÉLIO DE CASTRO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0258;E. I. - LOA 940 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0259;E. I. - LOA 941 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SOFIA FELDMAN;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0260;E. I. - LOA 942 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO COMPLEXO HOSPITALAR SAO FRANCISCO;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0261;E. I. - LOA 943 - AO REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0262;E. I. - LOA 944 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL EVANGÉLICO DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0263;E. I. - LOA 969 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO A FUNDAÇAO BENJAMIN GUIMARAES/HOSPITAL DA BALEIA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0264;E. I. - LOA 970 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO HOSPITAL SANTA CASA DE MISERICÓRDIA DE BELO HORIZONTE;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0265;E. I. - LOA 971 - REFORÇO DE DOTAÇAO ORÇAMENTÁRIA PARA ATENDIMENTO AO INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA/HOSPITAL MADRE TEREZA;Serviços administrativos;Metas administrativas;0;0;0;0
9;2024;01;SAÚDE;2302;FUNDO MUNICIPAL DE SAÚDE;0114; ATENÇÃO SECUNDÁRIA E TERCIÁRIA À SAÚDE;2894;Rede Hospitalar;0266;E. I. - LOA 986 - AO CUSTEIO DA ASSOCIAÇAO EVANGÉLICA BENEFICENTE DE MINAS GERAIS - HOSPITAL EVANGÉLICO;Serviços administrativos;Metas administrativas;0;0;0;0
